id,title,description,courseTitle
task_47f540c7881f4314a70a65f03ed4ee16,kan anvende grunnleggende regnskapsprinsipper...,Complete the following activity to demonstrate mastery of the stated learning outcomes: kan anvende grunnleggende regnskapsprinsipper og vurderingsregler i regnskapsloven Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Finansregnskap
task_8e9d1f6048284a6ca43d5d795f1d4264,forstår formålet med og...,Complete the following activity to demonstrate mastery of the stated learning outcomes: forstår formålet med og innholdet i finansregnskapet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Finansregnskap
task_62da89a4ac6241a69491f5372e76b1e9,Kan utføre investeringsanalyser ved...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utføre investeringsanalyser ved hjelp av nåverdimetoden. | God kjennskap til kostnadsbegrepet (periodisering) og god forståelse for kostnaders variabilitet. | Kan utarbeide driftsregnskap. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_3733f5ff6a1b4686a6845e89898675b6,God kjennskap til kostnadsbegrepet...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til kostnadsbegrepet (periodisering) og god forståelse for kostnaders variabilitet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_3cc450b6955b453dab577c10f0c3015b,"Kan utarbeide resultat-, likviditets-,...","Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utarbeide resultat-, likviditets-, og balansebudsjett. | Kan utføre investeringsanalyser ved hjelp av nåverdimetoden. | Kan anvende denne innsikten på praktiske problemstillinger. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Grunnleggende bedriftsøkonomi
task_45ffe42648464c358ba15c1a73bd13bc,God kjennskap til kostnadsbegrepet...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til kostnadsbegrepet (periodisering) og god forståelse for kostnaders variabilitet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_6e9df4fb863c4a46b031031e07e7de9b,God kjennskap til fordeling...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til fordeling av kostnader fra kostnadsart til kostnadssted. | Forstår de grunnleggende forutsetningene for og svakhetene ved tradisjonell kalkulasjon. | Undervisningsopplegg Digitale introduksjonsvideoer Plenumsforelesninger Oppgaveløsning i grupper Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_94f698a40c6c48158291cc0ea0fbbedf,God kjennskap til fordeling...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til fordeling av kostnader fra kostnadsart til kostnadssted. | Er i stand til å kommuniser de ovennevnte elementer knyttet til kunnskap og ferdigheter. | Kan identifisere beslutningsrelevante kostnader og inntekter og kan dermed løse ulike beslutningsproblemer. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_f2c8226998ec41d28a3b48fdd9eb20b8,God kjennskap til fordeling...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til fordeling av kostnader fra kostnadsart til kostnadssted. | Kan foreta lønnsomhetsvurderinger på basis av internrentemetoden. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_1dbc660678494ca9a61d6e366ecbe2fd,Kan foreta lønnsomhetsvurderinger på...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan foreta lønnsomhetsvurderinger på basis av internrentemetoden. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_4138ac331da4466ba304e857acc037cb,God kjennskap til kostnadsbegrepet...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til kostnadsbegrepet (periodisering) og god forståelse for kostnaders variabilitet. | Kan foreta lønnsomhetsvurderinger på basis av internrentemetoden. | God kjennskap til fordeling av kostnader fra kostnadsart til kostnadssted. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_635557531c08443a9cd48bfc53a0756f,Er i stand til...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Er i stand til å kommuniser de ovennevnte elementer knyttet til kunnskap og ferdigheter. | Kan foreta lønnsomhetsvurderinger på basis av internrentemetoden. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_2a8e4ef401bd44d9b540396d18296102,Kan utføre investeringsanalyser ved...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utføre investeringsanalyser ved hjelp av nåverdimetoden. | Kan utarbeide driftsregnskap. | Kan utarbeide kalkyler etter selvkost, bidrags- og ABC-metoden. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Grunnleggende bedriftsøkonomi
task_dfb08f6896f2475c93951cfeab514b3b,Er i stand til...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Er i stand til å kommuniser de ovennevnte elementer knyttet til kunnskap og ferdigheter. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_4402e8a2f962474db06cf952a2f0e5e3,Kan utarbeide driftsregnskap....,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utarbeide driftsregnskap. | Kan identifisere beslutningsrelevante kostnader og inntekter og kan dermed løse ulike beslutningsproblemer. | Kan utarbeide kalkyler etter selvkost, bidrags- og ABC-metoden. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Grunnleggende bedriftsøkonomi
task_cf85eea026d348038cf3e451af4552f8,Forstår de grunnleggende forutsetningene...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Forstår de grunnleggende forutsetningene for og svakhetene ved tradisjonell kalkulasjon. | Er i stand til å kommuniser de ovennevnte elementer knyttet til kunnskap og ferdigheter. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_742a1346be8e423490fd1e026f9b81b7,Kan utarbeide kalkyler etter...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utarbeide kalkyler etter selvkost, bidrags- og ABC-metoden. | Kan utarbeide resultat-, likviditets-, og balansebudsjett. | Kan utarbeide driftsregnskap. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Grunnleggende bedriftsøkonomi
task_291fb37408a3436c926db89a81253ddb,God kjennskap til kostnadsbegrepet...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til kostnadsbegrepet (periodisering) og god forståelse for kostnaders variabilitet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_6896f365477441f5b27f793b6af9aa44,Kan foreta lønnsomhetsvurderinger på...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan foreta lønnsomhetsvurderinger på basis av internrentemetoden. | Undervisningsopplegg Digitale introduksjonsvideoer Plenumsforelesninger Oppgaveløsning i grupper Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_974963a8b11f47f6bdd38d67cade07e6,God kjennskap til fordeling...,Complete the following activity to demonstrate mastery of the stated learning outcomes: God kjennskap til fordeling av kostnader fra kostnadsart til kostnadssted. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_c0ce87f63fcd4d4cbc3167f59fef54a6,Kan identifisere beslutningsrelevante kostnader...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan identifisere beslutningsrelevante kostnader og inntekter og kan dermed løse ulike beslutningsproblemer. | Kan utføre investeringsanalyser ved hjelp av nåverdimetoden. | Kan utarbeide kalkyler etter selvkost, bidrags- og ABC-metoden. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Grunnleggende bedriftsøkonomi
task_8b5d51d515584c7f8768285612b3745c,Kan utarbeide driftsregnskap....,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utarbeide driftsregnskap. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_70e51cd2521a431ab1247e5d9f85a1fc,Kan identifisere beslutningsrelevante kostnader...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan identifisere beslutningsrelevante kostnader og inntekter og kan dermed løse ulike beslutningsproblemer. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_fef2fec7ab964def80da6c49d44bd095,Kan utarbeide kalkyler etter...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utarbeide kalkyler etter selvkost, bidrags- og ABC-metoden. | Forstår de grunnleggende forutsetningene for og svakhetene ved tradisjonell kalkulasjon. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Grunnleggende bedriftsøkonomi
task_74c9eba67c874847b1e6e0f07a495f4b,Kan utføre investeringsanalyser ved...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan utføre investeringsanalyser ved hjelp av nåverdimetoden. | Kan anvende denne innsikten på praktiske problemstillinger. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_5834a93fa1f544d99b76803a35fab7b2,Kan foreta lønnsomhetsvurderinger på...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Kan foreta lønnsomhetsvurderinger på basis av internrentemetoden. | Er i stand til å kommuniser de ovennevnte elementer knyttet til kunnskap og ferdigheter. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Grunnleggende bedriftsøkonomi
task_96b0b3cd14d44ac7b2a99a46d522b3f4,Analysere aktuelle problemstillinger ved...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Analysere aktuelle problemstillinger ved hjelp av teoriene i emnet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_7cde06b957c640c28e452c15b30d0142,Diskutere ulike teorier innen...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Diskutere ulike teorier innen internasjonal handel. | Analysere aktuelle problemstillinger ved hjelp av teoriene i emnet. | Beskrive og forklare mekanismene bak generell likevekt, og samspillet mellom ulike markeder. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Internasjonal handel og velferdsteori
task_138f845889494402ad933fa581357031,Diskutere ulike teorier innen...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Diskutere ulike teorier innen internasjonal handel. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_339fd20566f9430f8325e19e294a368d,Beskrive og forklare mekanismene...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Beskrive og forklare mekanismene bak generell likevekt, og samspillet mellom ulike markeder. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Internasjonal handel og velferdsteori
task_91db5d660af04c56ba7c39f949b6a3ef,Strukturere aktuelle problemstillinger....,Complete the following activity to demonstrate mastery of the stated learning outcomes: Strukturere aktuelle problemstillinger. | Beskrive og forklare velferdsteoriens hovedsetninger og implikasjonene av disse. | Diskutere ulike teorier innen internasjonal handel. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_3a8f02a009a04445be2fc343ba02a350,Velge relevante modeller for...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Velge relevante modeller for å analysere aktuelle problemstillinger. | Forklare policyimplikasjoner av ulike former for markedssvikt, spesielt hvordan markedssvikt må korrigeres for å fremme FNs bærebraftsmål. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Internasjonal handel og velferdsteori
task_5de6210e438d4125b3506bea70d79ded,Forklare betydningen av internasjonal...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare betydningen av internasjonal handel for næringsstruktur og ressursallokering. | Forklare policyimplikasjoner av ulike former for markedssvikt, spesielt hvordan markedssvikt må korrigeres for å fremme FNs bærebraftsmål. | Analysere aktuelle problemstillinger ved hjelp av teoriene i emnet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Internasjonal handel og velferdsteori
task_f221f33c007048058f10dfc7a800abe0,Undervisningsopplegg Emnet består av...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Undervisningsopplegg Emnet består av plenumsforelesninger, klassediskusjoner, gruppeøvinger og obligatorisk gruppeinnlevering. Emnet tilbyr ordinær undervisning og legger vekt på den fysiske interaksjonen mellom studentene, og mellom studenter og fagpersonene i emnet. Alle aktivitetene krever derfor fysisk tilstedeværelse, og ingen aktiviteter blir filmet. Imidlertid vil studentene få tilgang til forhåndsinnspilte videoer av de vanskeligste teori-elementene i emnet. | Diskutere ulike teorier innen internasjonal handel. | Strukturere aktuelle problemstillinger. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Internasjonal handel og velferdsteori
task_e0fa2e6475284d4c93172f6debeb1baa,Diskutere ulike teorier innen...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Diskutere ulike teorier innen internasjonal handel. | Beskrive og forklare hvordan ressursene allokeres i en økonomi i generell likevekt. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_e1a295d6b6484e9fab29234a2f51b455,Analysere aktuelle problemstillinger ved...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Analysere aktuelle problemstillinger ved hjelp av teoriene i emnet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_9ee2b01518784476af034d50e32198d1,Undervisningsopplegg Emnet består av...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Undervisningsopplegg Emnet består av plenumsforelesninger, klassediskusjoner, gruppeøvinger og obligatorisk gruppeinnlevering. Emnet tilbyr ordinær undervisning og legger vekt på den fysiske interaksjonen mellom studentene, og mellom studenter og fagpersonene i emnet. Alle aktivitetene krever derfor fysisk tilstedeværelse, og ingen aktiviteter blir filmet. Imidlertid vil studentene få tilgang til forhåndsinnspilte videoer av de vanskeligste teori-elementene i emnet. | Diskutere ulike teorier innen internasjonal handel. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Internasjonal handel og velferdsteori
task_8ac5b77c22414a679d301570d4e76af5,Beskrive og forklare hvordan...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Beskrive og forklare hvordan ressursene allokeres i en økonomi i generell likevekt. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_61bad1dacc6a4eb6ab51042d5c632f6b,Reflektere over modellenes begrensinger....,Complete the following activity to demonstrate mastery of the stated learning outcomes: Reflektere over modellenes begrensinger. | Beskrive og forklare velferdsteoriens hovedsetninger og implikasjonene av disse. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_bcf9e8997d3540a9bb72fc81fce7e897,Diskutere ulike teorier innen...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Diskutere ulike teorier innen internasjonal handel. | Beskrive og forklare velferdsteoriens hovedsetninger og implikasjonene av disse. | Vurdere i hvilken grad markedsøkonomien fremmer FNs bærekraftsmål. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_119cf07249464a1094342f456ad619da,Strukturere aktuelle problemstillinger....,Complete the following activity to demonstrate mastery of the stated learning outcomes: Strukturere aktuelle problemstillinger. | Vurdere i hvilken grad markedsøkonomien fremmer FNs bærekraftsmål. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_46dba54213c241fe82b06019f4f72b8c,Strukturere aktuelle problemstillinger....,Complete the following activity to demonstrate mastery of the stated learning outcomes: Strukturere aktuelle problemstillinger. | Beskrive og forklare hvordan ressursene allokeres i en økonomi i generell likevekt. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_9b655cdd40b542b69b88f54cd602be35,Beskrive og forklare mekanismene...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Beskrive og forklare mekanismene bak generell likevekt, og samspillet mellom ulike markeder. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Internasjonal handel og velferdsteori
task_002a0b9be36b4b849f645d13e2a20747,Beskrive og forklare velferdsteoriens...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Beskrive og forklare velferdsteoriens hovedsetninger og implikasjonene av disse. | Strukturere aktuelle problemstillinger. | Beskrive og forklare hvordan ressursene allokeres i en økonomi i generell likevekt. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_bdd04ed85626423e9e581f096dfe880c,Velge relevante modeller for...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Velge relevante modeller for å analysere aktuelle problemstillinger. | Strukturere aktuelle problemstillinger. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_3caf6ae7b928431eb17260697f5047d1,Drøfte gevinster og fordelingsvirkninger...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Drøfte gevinster og fordelingsvirkninger av internasjonal handel. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_024073d17ff3486ebde26b1263a41cfd,Beskrive og forklare hvordan...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Beskrive og forklare hvordan ressursene allokeres i en økonomi i generell likevekt. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_8eaf993182e14d4787363cca2b14c764,Forklare betydningen av internasjonal...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare betydningen av internasjonal handel for næringsstruktur og ressursallokering. | Reflektere over modellenes begrensinger. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_d1823a3e816e49e4a5f98425f36122ee,Forklare betydningen av internasjonal...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare betydningen av internasjonal handel for næringsstruktur og ressursallokering. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Internasjonal handel og velferdsteori
task_ca4b62f59549403c9399e4ed947cad20,drøfte hvordan samfunnsøkonomiske verktøy...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: drøfte hvordan samfunnsøkonomiske verktøy kan brukes for å definere, forklare, og bidra til en mer bærekraftig utvikling av økonomien og samfunnet. | forklare hva som menes med samfunnsøkonomisk effektivitet | illustrere relativt elastisk eller uelastisk etterspørsel og tilbud og betydningen for hvem som betaler en skatt Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Introduksjon til samfunnsøkonomi
task_8f581fb5e50e48df93ac4129d7ae3e70,beherske bruk av sentral...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: beherske bruk av sentral fagterminologi | forklare hvorfor fullkomne markeder gir en effektiv bruk av ressursene, og kjenne til ulike former for markedssvikt | drøfte hvordan samfunnsøkonomiske verktøy kan brukes for å definere, forklare, og bidra til en mer bærekraftig utvikling av økonomien og samfunnet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Introduksjon til samfunnsøkonomi
task_5aef5999e90142faa577efcb2ff45d8c,forklare hvordan økonomisk politikk...,Complete the following activity to demonstrate mastery of the stated learning outcomes: forklare hvordan økonomisk politikk kan rette opp markedssvikt Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_f4730e6d09c24ba1a18d2f885d3f3132,forklare hvordan økonomi handler...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: forklare hvordan økonomi handler om forvaltning av knappe ressurser, og ut fra det beherske alternativtenkning | forklare hvordan økonomisk politikk kan rette opp markedssvikt Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Introduksjon til samfunnsøkonomi
task_cf247c68129a416dac3f3b0e5e56fd2c,illustrere markedssvikt og hvordan...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: illustrere markedssvikt og hvordan politikk kan brukes til å rette opp markedssvikt | beherske bruk av sentral fagterminologi | drøfte hvordan samfunnsøkonomiske verktøy kan brukes for å definere, forklare, og bidra til en mer bærekraftig utvikling av økonomien og samfunnet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Introduksjon til samfunnsøkonomi
task_b46e381c36b145e6befd907d6352a827,forklare hvordan økonomisk politikk...,Complete the following activity to demonstrate mastery of the stated learning outcomes: forklare hvordan økonomisk politikk kan rette opp markedssvikt | forklare hva som menes med samfunnsøkonomisk effektivitet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_55d4f4f26f9646daa86e21fe8db27782,forklare hvordan priser og...,Complete the following activity to demonstrate mastery of the stated learning outcomes: forklare hvordan priser og mengder bestemmes i et marked med fullkommen konkurranse | beskrive populærvitenskapelig faglitteratur innenfor samfunnsøkonomien Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_25fbfbd888ea4e3a8967e6df4d2119b1,beskrive og forklare eksempler...,Complete the following activity to demonstrate mastery of the stated learning outcomes: beskrive og forklare eksempler på moderne empiriske analyser i økonomi Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_46ecdafa28294043906cd5803fe98314,illustrere relativt elastisk eller...,Complete the following activity to demonstrate mastery of the stated learning outcomes: illustrere relativt elastisk eller uelastisk etterspørsel og tilbud og betydningen for hvem som betaler en skatt | illustrere konsument- og produsentoverskudd Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_5cdfab55dea3453f9a1d91eb2bed3fc3,drøfte hvordan samfunnsøkonomiske verktøy...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: drøfte hvordan samfunnsøkonomiske verktøy kan brukes for å definere, forklare, og bidra til en mer bærekraftig utvikling av økonomien og samfunnet. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Introduksjon til samfunnsøkonomi
task_bf43231cf1a444e9b5b46dfc5d58efae,beskrive og forklare eksempler...,Complete the following activity to demonstrate mastery of the stated learning outcomes: beskrive og forklare eksempler på moderne empiriske analyser i økonomi Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_79aa533f46e34036a89375540146c869,illustrere markedssvikt og hvordan...,Complete the following activity to demonstrate mastery of the stated learning outcomes: illustrere markedssvikt og hvordan politikk kan brukes til å rette opp markedssvikt | illustrere markedslikevekt og forklare hvordan denne nås Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_3766500a84e348d6bf80b9512bf57945,illustrere markedslikevekt og forklare...,Complete the following activity to demonstrate mastery of the stated learning outcomes: illustrere markedslikevekt og forklare hvordan denne nås Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_90e1181cd8e84009b245d65add759465,skrive tekster om viktige...,Complete the following activity to demonstrate mastery of the stated learning outcomes: skrive tekster om viktige temaer innenfor samfunnsøkonomien | anvende en økonomisk tilnærmingsmåte på minst ett konkret case Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_587dbd686ad44493a2e22697c7e6b708,Undervisningsopplegg Emnet vil bestå...,"Complete the following activity to demonstrate mastery of the stated learning outcomes: Undervisningsopplegg Emnet vil bestå av fysiske plenumsforelesninger, gjesteforelesninger og én obligatorisk gruppebasert muntlig presentasjon. | illustrere markedssvikt og hvordan politikk kan brukes til å rette opp markedssvikt | forklare hvordan økonomi handler om forvaltning av knappe ressurser, og ut fra det beherske alternativtenkning Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.",Introduksjon til samfunnsøkonomi
task_7040bd388da44fb8b5cfb2136c44210e,illustrere markedslikevekt og forklare...,Complete the following activity to demonstrate mastery of the stated learning outcomes: illustrere markedslikevekt og forklare hvordan denne nås Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_9bf5585bec094049ac0d937415db5a05,illustrere markedslikevekt og forklare...,Complete the following activity to demonstrate mastery of the stated learning outcomes: illustrere markedslikevekt og forklare hvordan denne nås Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_edd4674fb3294b508d039d8dc5a693cb,forklare hva som menes...,Complete the following activity to demonstrate mastery of the stated learning outcomes: forklare hva som menes med samfunnsøkonomisk effektivitet Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjon til samfunnsøkonomi
task_0d485d589f6e4d83889235ba5fe885f5,Drøfte etiske sider ved...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Drøfte etiske sider ved globalisering og menneskeskapte klimaendringer. | Vurdere etiske problemstillinger i de øvrige fagene på NHH. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
task_6ec93dd90a7e4a4583843c620bcbf32f,Identifisere moralske dilemmaer....,Complete the following activity to demonstrate mastery of the stated learning outcomes: Identifisere moralske dilemmaer. | Anvende eksperimentell metode. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
task_42f37173e2134d288db48abbefcef08c,Forklare sammenhengen mellom etikk...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Forklare sammenhengen mellom etikk og motivasjon (positiv etikk). | Identifisere moralske dilemmaer. | Anvende eksperimentell metode. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
task_feaef921523b45a6b8f69869cdd874a7,Beskrive og forklare hvordan...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Beskrive og forklare hvordan tillit kan bygges i en virksomhet og hvordan økonomisk kriminalitet kan reduseres. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
task_e07ecc2d35f446ce8f99b64c96cd9381,Vurdere etiske problemstillinger i...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Vurdere etiske problemstillinger i de øvrige fagene på NHH. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
task_983b828e9f8349359e2a1db4b486a429,Beskrive og forklare begreper...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Beskrive og forklare begreper og sentrale spørsmål og posisjoner i etisk teori (normativ etikk). | Anvende positive etikk til å ta bedre beslutninger. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
task_51c845cd2875498a9508b779bec9c177,Utvikle strategier for forbedre...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Utvikle strategier for forbedre virksomheters renommé. | Vurdere etiske problemstillinger i de øvrige fagene på NHH. | Vurdere det grunnleggende skillet mellom positiv og normative spørsmål. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
task_0fab527513c040148c56d183e6b895a1,Utvikle strategier for forbedre...,Complete the following activity to demonstrate mastery of the stated learning outcomes: Utvikle strategier for forbedre virksomheters renommé. | Forklare argumenter for og imot økonomisk ulikhet. | Drøfte etiske sider ved globalisering og menneskeskapte klimaendringer. Deliverable: a short report (700–900 words) and a brief 3‑minute in‑class presentation.,Introduksjonskurs i etikk
